id,label
1,0.99984256788192
2,0.999985303703147
3,0.99995761150012
4,0.998585301861865
5,4.01926496115747E-05
6,0.000638409109813
7,1.66735849681599E-05
8,7.42642507045153E-06
9,3.99398952534585E-05
10,0.001372449651015
11,0.000584841331499
12,0.996670353800704
13,6.6180163603547E-05
14,0.008545195049113
15,2.19974945788296E-05
16,0.006249681773697
17,0.94155639918093
18,0.999936666886321
19,8.36173250272528E-06
20,0.000918921686182
21,0.999982391807194
22,0.000507861450282
23,0.999958241096331
24,0.999127811503675
25,0.000605240317764
26,0.995827651837332
27,0.996492030962729
28,2.19289068486936E-05
29,0.424908083562261
30,0.999321082870909
31,0.999414574182976
32,0.03149895048497
33,0.997865007392933
34,7.34244720341664E-06
35,5.99475881066574E-06
36,0.000128729639899
37,4.73683784598324E-06
38,7.69749276283222E-06
39,0.94699537836205
40,9.5960195352665E-05
41,0.999576469029344
42,0.999716682039965
43,0.99982434823687
44,0.999184497456715
45,2.53777466845056E-06
46,0.98174817164978
47,7.51241854911587E-06
48,0.998854289015715
49,0.999856422199317
50,0.000295922063558
51,2.19961079291037E-05
52,4.78719943833671E-05
53,0.000103321838415
54,0.000155993696435
55,0.000319988376517
56,0.991049465261994
57,0.999945360507382
58,4.72404817164675E-06
59,0.996616677447504
60,4.72324044933181E-05
61,1.98960890859593E-05
62,0.985431290862055
63,1.10523982201749E-06
64,0.033370313303022
65,0.999802433239474
66,0.951128539808087
67,0.999902362294901
68,5.56747175104507E-05
69,0.999992715839158
70,0.999964764771271
71,0.997564503412934
72,0.999664472256682
73,0.999979069635369
74,0.999967320390321
75,0.048714973814176
76,0.999839535427569
77,0.999769773858154
78,0.997593355410641
79,0.99846601713631
80,0.000691011293747
81,0.002956990942408
82,0.00124972108405
83,0.999950580736359
84,0.028521330302745
85,0.999992507962054
86,0.999322572726803
87,0.999609522422813
88,0.999948170075242
89,9.44432818086614E-06
90,0.001252405562724
91,0.001453099829879
92,0.000133509588573
93,3.27422924134258E-05
94,0.999998031353946
95,0.999825831045772
96,1.72158629372622E-06
97,0.998373538756411
98,0.995077408865691
99,0.00030031490705
100,0.000769669846809
101,4.24225182164462E-05
102,0.999994648083205
103,4.81221776902389E-05
104,2.2873381243531E-05
105,0.943330918264396
106,0.998813979227143
107,2.99611109212812E-06
108,0.00027566272045
109,0.942622476616241
110,0.999820655920307
111,0.99333178078503
112,0.999974056442396
113,0.992110447272818
114,9.18107642783066E-05
115,0.000183076867677
116,2.93270630874544E-06
117,3.24590902365815E-06
118,0.999993583273971
119,0.999966008158452
120,0.001699869254046
121,0.005015917121788
122,0.000140655566857
123,0.000172056814819
124,1.16316964845759E-05
125,0.000361366239982
126,0.643063190633664
127,0.999297076623571
128,4.43329048794065E-06
129,2.10043886623588E-05
130,0.999227214802865
131,0.999401769973587
132,0.927446679291488
133,0.001335590855325
134,4.56090888503394E-05
135,7.99084011559911E-06
136,0.000975229971966
137,0.999961689395648
138,0.085918681948129
139,0.010543532274799
140,1.06041285490845E-05
141,3.93689382377693E-05
142,0.997690461364022
143,0.999986561387707
144,0.049395488806475
145,0.000156364021602
146,0.999971202855235
147,0.998857915970351
148,0.484868495578115
149,4.91630117508432E-06
150,3.16582082005419E-07
151,0.995773732807362
152,0.018050298603811
153,1.89061231660082E-06
154,0.00011725006237
155,0.999927667788677
156,2.96337403051356E-06
157,1.47728357510812E-05
158,0.999248326045285
159,0.999970210406475
160,0.998793464453252
161,0.000171821283957
162,1.58752805265736E-05
163,1.11673981052277E-06
164,0.999699677922726
165,0.000343288487998
166,0.003268036609466
167,0.997259718817922
168,2.38927642001472E-05
169,1.98389573627413E-06
170,2.84473847666652E-06
171,0.023918175866076
172,0.992478612963329
173,0.96628850061287
174,1.49097441966951E-05
175,0.999953576869247
176,0.999851956528273
177,0.998642073518278
178,0.999997702940894
179,0.914270592302912
180,1.97663157908737E-05
181,0.999936239364813
182,0.999966637654299
183,0.000176259378561
184,0.00021211115356
185,0.011273371493155
186,3.44436272963647E-06
187,0.000115370120055
188,1.97797134899163E-05
189,3.3847893197643E-05
190,0.99993630087237
191,0.000425834712323
192,0.00013058724325
